experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8607737421989441, max_false: 0.834036111831665, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8759196996688843, max_false: 0.666532576084137, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8339602947235107, max_false: 0.8719285726547241, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8352861404418945, max_false: 0.6524878144264221, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.8498429656028748, max_false: 0.8253051042556763, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8895601630210876, max_false: 0.743309736251831, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9114853143692017, max_false: 0.8805161118507385, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8485996723175049, max_false: 0.7097559571266174, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8520353436470032, max_false: 0.9040572047233582, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.86005699634552, max_false: 0.7324438691139221, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7105128765106201, max_false: 0.8561556935310364, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8607737421989441, max_false: 0.7682217359542847, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7323196530342102, max_false: 0.7349178194999695, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8407261967658997, max_false: 0.8780577778816223, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.829336404800415, max_false: 0.7011768817901611, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8804774880409241, max_false: 0.7961204648017883, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9059337973594666, max_false: 0.8185024857521057, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9269599914550781, max_false: 0.7625207901000977, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8816477656364441, max_false: 0.7204113006591797, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9236075282096863, max_false: 0.5165658593177795, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8312822580337524, max_false: 0.8800588250160217, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9388406276702881, max_false: 0.8543081879615784, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8422507047653198, max_false: 0.8968942165374756, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9146836400032043, max_false: 0.7230107188224792, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8233421444892883, max_false: 0.865720272064209, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.897432267665863, max_false: 0.7235077023506165, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9091867804527283, max_false: 0.8774211406707764, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8884791731834412, max_false: 0.7940752506256104, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.908271312713623, max_false: 0.7184872031211853, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.878390371799469, max_false: 0.5304149389266968, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8984564542770386, max_false: 0.8030811548233032, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9352505803108215, max_false: 0.7380947470664978, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8680189847946167, max_false: 0.904384970664978, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.857090413570404, max_false: 0.8147007822990417, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8306866884231567, max_false: 0.8742136359214783, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8292986154556274, max_false: 0.7656553387641907, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7637785077095032, max_false: 0.851858377456665, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8546245098114014, max_false: 0.8469104170799255, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8907692432403564, max_false: 0.8707857728004456, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8938708305358887, max_false: 0.7554972171783447, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8709222078323364, max_false: 0.9110997915267944, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.923835277557373, max_false: 0.8613215684890747, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8048219680786133, max_false: 0.9015729427337646, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9349402189254761, max_false: 0.8902997374534607, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8367371559143066, max_false: 0.8247525691986084, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9172459840774536, max_false: 0.8312393426895142, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8736208081245422, max_false: 0.8679189085960388, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.800757646560669, max_false: 0.6579537391662598, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8170178532600403, max_false: 0.8606653213500977, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9051665663719177, max_false: 0.6916106939315796, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8672019839286804, max_false: 0.862564206123352, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9039201736450195, max_false: 0.9035626649856567, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9062440395355225, max_false: 0.927400529384613, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9161374568939209, max_false: 0.796306848526001, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7835671901702881, max_false: 0.9132540225982666, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8357108235359192, max_false: 0.6698887348175049, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7855191826820374, max_false: 0.8721152544021606, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.865771472454071, max_false: 0.6855273842811584, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8047459125518799, max_false: 0.878121018409729, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9285358190536499, max_false: 0.8473890423774719, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.7378312945365906, max_false: 0.8367477059364319, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9337501525878906, max_false: 0.7575291395187378, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8488324284553528, max_false: 0.912426769733429, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9238948225975037, max_false: 0.7882274985313416, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8390105962753296, max_false: 0.8915053606033325, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9066110849380493, max_false: 0.8009316921234131, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8434368371963501, max_false: 0.8809046149253845, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9038919806480408, max_false: 0.6866098046302795, correct: True
