experiment run details:
  dataset: openworld
  path: /gpfs/mariana/home/envomp/bongard/
  similarity location: final
  prompt structure: interleaved

---------------------------------------
  test split name: test
---------------------------------------

in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.91199791431427, max_false: 0.8749229311943054, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8353872299194336, max_false: 0.7828679084777832, correct: True
in: torch.Size([25, 3584]), out: torch.Size([3584]), max_true: 0.7751845121383667, max_false: 0.8401035070419312, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8183101415634155, max_false: 0.7838802933692932, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.770409107208252, max_false: 0.8580280542373657, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8951106667518616, max_false: 0.7900074124336243, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.716834306716919, max_false: 0.8047550320625305, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7521467208862305, max_false: 0.7112206816673279, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7304065823554993, max_false: 0.8328184485435486, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.9072707295417786, max_false: 0.841796338558197, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7627137303352356, max_false: 0.8303988575935364, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7965385317802429, max_false: 0.7175936698913574, correct: True
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7853455543518066, max_false: 0.8158566355705261, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7942410707473755, max_false: 0.5625503063201904, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8755564093589783, max_false: 0.7983633875846863, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8593286871910095, max_false: 0.7261538505554199, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7214764952659607, max_false: 0.8293423652648926, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7643570899963379, max_false: 0.7366133332252502, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.6649202704429626, max_false: 0.8549535274505615, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8116474151611328, max_false: 0.623749315738678, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7492694854736328, max_false: 0.8747762441635132, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8118518590927124, max_false: 0.7599323391914368, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8163283467292786, max_false: 0.8207276463508606, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7208173871040344, max_false: 0.5773832201957703, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7251718044281006, max_false: 0.7413780689239502, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.6639915108680725, max_false: 0.6516967415809631, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8780970573425293, max_false: 0.8592748641967773, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8603478074073792, max_false: 0.6166897416114807, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7618786096572876, max_false: 0.857730507850647, correct: False
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8838115334510803, max_false: 0.7858590483665466, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7404733300209045, max_false: 0.8193597197532654, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8620655536651611, max_false: 0.6836089491844177, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.630535900592804, max_false: 0.7881079316139221, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.6883759498596191, max_false: 0.5861647725105286, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.818456768989563, max_false: 0.7820830941200256, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8649579882621765, max_false: 0.8438889384269714, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7537862062454224, max_false: 0.7934253811836243, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7230312824249268, max_false: 0.47139033675193787, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.901147186756134, max_false: 0.9256654977798462, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.9065462350845337, max_false: 0.839026927947998, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8769335150718689, max_false: 0.8534978628158569, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8049305081367493, max_false: 0.6937064528465271, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8017148971557617, max_false: 0.8923953771591187, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7616944909095764, max_false: 0.726902186870575, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.9096390008926392, max_false: 0.8567017912864685, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8637171983718872, max_false: 0.7269524335861206, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7697643637657166, max_false: 0.8118886947631836, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8439890742301941, max_false: 0.7762787342071533, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8256698846817017, max_false: 0.8359808921813965, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8375760912895203, max_false: 0.789756178855896, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8268629908561707, max_false: 0.8727953433990479, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7809322476387024, max_false: 0.6873770952224731, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.710416853427887, max_false: 0.7975198030471802, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8025244474411011, max_false: 0.6373984217643738, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.9048680663108826, max_false: 0.7722237706184387, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8837940096855164, max_false: 0.5500279068946838, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.6963245868682861, max_false: 0.7350598573684692, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8570325374603271, max_false: 0.7524073123931885, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8235051035881042, max_false: 0.7761391997337341, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8250718116760254, max_false: 0.7486500144004822, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8175865411758423, max_false: 0.8496388792991638, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7875447273254395, max_false: 0.6578454971313477, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8423776626586914, max_false: 0.7994718551635742, correct: True
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.7954981327056885, max_false: 0.7032355666160583, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8032692670822144, max_false: 0.889585554599762, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8461372256278992, max_false: 0.7310497164726257, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8257084488868713, max_false: 0.8593459725379944, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8128114938735962, max_false: 0.6973273754119873, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8260899186134338, max_false: 0.8955014944076538, correct: False
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8570529222488403, max_false: 0.732808530330658, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7264072895050049, max_false: 0.819908082485199, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8802570700645447, max_false: 0.6490749716758728, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.810247004032135, max_false: 0.8200677633285522, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8655344843864441, max_false: 0.7312415838241577, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7432332634925842, max_false: 0.9354774951934814, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8851163387298584, max_false: 0.677152693271637, correct: True
