experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6215748190879822, max_false: 0.6629711985588074, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7193595170974731, max_false: 0.31916096806526184, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7102972269058228, max_false: 0.8174096345901489, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6938085556030273, max_false: 0.29335376620292664, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.7285105586051941, max_false: 0.45716264843940735, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6168333292007446, max_false: 0.5921596884727478, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8195356130599976, max_false: 0.6395028829574585, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5618740916252136, max_false: 0.37046054005622864, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7901976108551025, max_false: 0.7479643821716309, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6798890829086304, max_false: 0.3857495188713074, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5684986114501953, max_false: 0.7087653875350952, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7482578754425049, max_false: 0.7056196928024292, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6220693588256836, max_false: 0.38983574509620667, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5908370018005371, max_false: 0.7767516374588013, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.769389808177948, max_false: 0.3892664611339569, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6475975513458252, max_false: 0.6595556139945984, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9018799662590027, max_false: 0.5656997561454773, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8199827075004578, max_false: 0.4835113286972046, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8789563179016113, max_false: 0.4774131774902344, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7260208129882812, max_false: 0.29687750339508057, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6839292049407959, max_false: 0.6910375356674194, correct: False
